INFO	Title	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Name	ews_v1.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v1.8									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	Ewing Sarcoma (EWS) Data Dictionary									
INFO	Total Variables	190									
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
VD	LAB_RESULT_NUMERIC	Number	Optional	A numeric representation of a test result.	ncit:C70952	_undefined_	_undefined_	_undefined_			
VD	LAB_RESULT_UNIT	Code	Optional	The unit of measure for the original laboratory test result.	ncit:C83106	_undefined_	_undefined_	_undefined_			
PD						U/L	An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one unit of a substance.	ncit:C67456	Note: Only fill in this variable if a numeric result is provided in LAB_RESULT_NUMERIC.		
PD						mm/h	A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travelled per unit time equal to one hour.	ncit:C67419			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	THRESHOLD_HIGH	Number	Optional	The maximum level that must be exceeded for a certain reaction to occur or be manifested.	ncit:C177365	_undefined_	_undefined_	_undefined_			
											
											
DD	Testing										
TD	Immunohistochemistry										
TG	One row per subject per immunohistochemistry finding										
VD	AGE_AT_IHC	Number	Mandatory	Age of subject (in days) at immunohistochemistry assessment.	ncit:C175006	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	IHC_TEST	Code	Optional	A diagnostic test in which an antibody is used to link a cellular antigen specifically to a stain that can be seen with a microscope.	ncit:C51944	_undefined_	_undefined_	_undefined_			
PD						PAS	This is an all-round useful stain for many things, including glycogen, mucin, mucoprotein, glycoprotein, as well as fungi. The reaction is based on the oxidation of glycol group to aldehydes by periodate. The schiff's reagent selectively stains the aldehydes to a rose pink color. PAS is useful for outlining tissue structures--basement membranes, capsules, blood vessels, etc.	ncit:C23019			
PD						S100	A family of low molecular weight proteins that are characterized by the presence of two EF-hand calcium binding domains. These proteins form homodimers that localize either in the cytoplasm or nucleus of neural crest-derived cells and are involved in the regulation of many cellular processes such as cell cycle progression and differentiation.	ncit:C29924			
PD						NSE	Gamma-enolase (434 aa, ~47 kDa) is encoded by the human ENO2 gene. This protein is involved in glycolysis, neurotrophy and neuroprotection.	ncit:C62216			
PD						Vimentin	Vimentin (466 aa, ~54 kDa) is encoded by the human VIM gene. This protein plays a role in the localization of organelles and other cellular components.	ncit:C48797			
PD						Desmin	Desmin (470 aa, ~54 kDa) is encoded by the human DES gene. This protein is involved in the regulation of cytoskeletal dynamics in muscle cells.	ncit:C96450			
PD						CD99	CD99 antigen (185 aa, ~19 kDa) is encoded by the human CD99 gene. This protein plays a role in cell adhesion.	ncit:C102941			
PD						FLI-1	Friend leukemia integration 1 transcription factor (452 aa, ~51 kDa) is encoded by the human FLI1 gene. This protein plays a role in the modulation of transcription.	ncit:C18566			
PD						CD45	Receptor-type tyrosine-protein phosphatase C (1304 aa, ~147 kDa) is encoded by the human PTPRC gene. This protein plays a role in protein dephosphorylation.	ncit:C17282			
VD	IHC_RESULT	String	Optional	The result from the immunohistochemical test.	ncit:C175007	_undefined_	_undefined_	_undefined_			
											
											
DD	Testing										
TD	Molecular Analysis										
TG	One row per subject per molecular abnormality										
VD	AGE_AT_MOLECULAR_ANALYSIS	Number	Mandatory	Age of subject (in days) when molecular analysis was performed.	ncit:C168848	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	TUMOR_CLASSIFICATION	Code	Mandatory	The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_			
PD						Primary	A tumor at the original site of origin.	ncit:C8509			
PD						Metastatic	A malignant solid neoplasm that has spread from its original site of growth to another anatomic site.	ncit:C127155			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MOLECULAR_ANALYSIS_METHOD	Code	Mandatory	Molecular Analysis Method	ncit:C158954	_undefined_	_undefined_	_undefined_			
PD						Fluorescence In Situ Hybridization	A physical mapping approach that uses fluorescent tags to detect hybridization of probes within metaphase chromosomes or less condensed somatic interphase chromatin. This technique can be used for identification of chromosomal abnormalities and for gene mapping.	ncit:C17563			
PD						Polymerase Chain Reaction	A method for amplifying a DNA base sequence using multiple rounds of heat denaturation of the DNA and annealing of oligonucleotide primers complementary to flanking regions in the presence of a heat-stable polymerase. This results in duplication of the targeted DNA region. Newly synthesized DNA strands can subsequently serve as additional templates for the same primer sequences, so that successive rounds of primer annealing, strand elongation, and dissociation produce rapid and highly specific amplification of the desired sequence. PCR also can be used to detect the existence of the defined sequence in a DNA sample.	ncit:C17003			
PD						Next Generation Sequencing	Technologies that facilitate the rapid determination of the DNA sequence of large numbers of strands or segments of DNA.	ncit:C101293			
PD						Cytogenetics	The branch of biology that studies the cellular aspects of heredity, especially the chromosomes. Includes the study of disease states caused by numerical and structural chromosome abnormalities.	ncit:C16487			
PD						Genotyping	The determination of the DNA sequence of an individual.	ncit:C45447			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	MOLECULAR_ABNORMALITY	Code	Mandatory	A molecular or cytogenic abnormality which occurs in either human disease states or disease models.	ncit:C3910	_undefined_	_undefined_	_undefined_			
PD						t(2;16)(q35;p11)	A chromosomal translocation involving the FEV gene at 2q35 and the FUS gene at 16p11.	ncit:C174465	Note: If multiple variants, include one observation per variant.		
PD						12q Gain	A chromosomal aberration where there are 3 copies of the long arm of chromosome 12. This aberration is associated with 12q duplication syndrome.	ncit:C36441			
PD						16q Loss	A cytogenetic abnormality that refers to the loss of all or part of the long arm of chromosome 16 (16q).	ncit:C36515			
PD						1q Gain	A cytogenetic abnormality that refers to allelic gain within the chromosomal arm 1q.	ncit:C36482			
PD						8q Gain	A chromosomal abnormality that refers to the gain of genetic material in the long arm of chromosome 8.	ncit:C36488			
PD						BCOR Rearranged	A molecular abnormality indicating rearrangement of the BCOR gene.	ncit:C174461			
PD						BCOR-MAML3	A fusion gene that results from a chromosomal translocation t(X;4)(p11;q31) which fuses part of exon 15 of the BCOR gene in frame with exon 2 of the MAML3 gene. This fusion is associated with undifferentiated small blue round cell sarcomas.	ncit:C174487			
PD						CCNB3-BCOR	A fusion gene that results from a paracentric chromosomal inversion inv(X)(p11.4;p11.22) which fuses the stop codon of the BCOR gene to exon 5 of the CCNB3 gene. This fusion is associated with bone sarcomas.	ncit:C139666			
PD						CDKN2A	A change in the nucleotide sequence of the CDKN2A gene.	ncit:C128817			
PD						CIC Rearranged	A molecular abnormality indicating rearrangement of the CIC gene.	ncit:C165668			
PD						CIC-DUX4	A fusion gene that results from a chromosomal translocation t(4;19)(q35;q13) which fuses exon 20 of the CIC gene to exon 1 of the DUX4 gene. This fusion is associated with soft tissue sarcoma.	ncit:C139663			
PD						CIC-DUX4L10	A fusion gene that results from a chromosomal translocation t(10;19)(q26;q13) which fuses the CIC gene to the DUX4L10 gene, a pseudogene that is member of the DUX4L gene family cluster found at 10q26. This fusion is associated with the CIC-rearranged small blue round cell subtype of soft tissue sarcoma.	ncit:C174463			
PD						EWSR1 Rearranged	A molecular abnormality indicating rearrangement of the EWSR1 gene.	ncit:C165667			
PD						EWSR1-ATF1	A fusion gene that results from a chromosomal translocation t(12;22)(q13;q12) which fuses the first 7 or 8 exons of the EWSR1 gene on the 5' side of exon 4 or 5 of the ATF1 gene. This rearrangement is associated with both malignant clear cell sarcoma of the soft tissue and angiomatoid fibrous histiocytoma.	ncit:C99216			
PD						EWSR1-CREB1	A fusion gene that results from a chromosomal translocation t(2;22)(q34;q12) which fuses the first 7 exons of the EWSR1 gene to the 5' side of exon 7 of the CREB1 gene. This rearrangement is associated with angiomatoid fibrous histiocytoma and rare cases of malignant clear cell sarcoma of the soft tissue.	ncit:C99249			
PD						EWSR1-DDIT3	A fusion gene that results from a chromosomal translocation t(12;22)(q13;p11) which fuses either the first 7 or the first 10 exons of the EWSR1 gene with exon 2 of the DDIT3 gene. This rearrangement is associated with myxoid liposarcoma.	ncit:C99200			
PD						EWSR1-ERG	A fusion gene that results from a chromosomal translocation t(21;22)(q21;q12) which fuses the EWSR1 gene with the ERG gene. This rearrangement is associated with both Ewing tumor/peripheral primitive neuroectodermal tumor and desmoplastic small round cell sarcoma.	ncit:C99211			
PD						EWSR1-ETV1	A fusion gene that results from a chromosomal translocation t(7;22)(p22;q12) which fuses exon 7 of the EWSR1 gene to either exon 10 or 11 of the ETV1 gene. This rearrangement is associated with Ewing sarcoma.	ncit:C99259			
PD						EWSR1-ETV4	A fusion gene (~2.1 kb) that results from a chromosomal translocation t(17;22)(q21;q12) which fuses the first seven exons of the EWSR1 gene to the last 6 exons of the ETV4 gene. This rearrangement is associated with Ewing sarcoma.	ncit:C99262			
PD						EWSR1-FEV	A fusion gene that results from a chromosomal translocation t(2;22)(q36;q12) which fuses either the first seven or ten exons of the EWSR1 gene with exon 1 or 2 of the FEV gene. This rearrangement is associated with Ewing tumor/peripheral primitive neuroectodermal tumor.	ncit:C99226			
PD						EWSR1-FLI1	A fusion gene that results from a chromosomal translocation t(11;22)(q24;q12) which fuses the first seven or ten exons of the EWSR1 gene with exon 5, 6 or 8 of the FLI1 gene. This rearrangement is associated with Ewing tumor/peripheral primitive neuroectodermal tumor.	ncit:C99202			
PD						EWSR1-KLF17	A rare fusion gene that results from a chromosomal translocation t(1;22)(p34;q12) which fuses portions of the EWSR1 gene with the 5'-untranslated region of the KLF17 gene. This rearrangement is associated with myoepithelial tumors of soft tissue and bone.	ncit:C174474			
PD						EWSR1-NR4A3	A fusion gene that results from a chromosomal translocation t(9;22)(q22-31;q11-12) which fuses the first half of the EWSR1 gene to the entire coding sequence of the NR4A3 gene. This rearrangement is associated with extraskeletal myxoid chondrosarcomas.	ncit:C99252			
PD						EWSR1-PBX1	A fusion gene that results from a chromosomal translocation t(1;22)(q23;q12) which fuses exon 8 of the EWSR1 gene to exon 5 of the PBX1 gene. This fusion may be associated with myoepithelioma.	ncit:C139668			
PD						EWSR1-POU5F1	A fusion gene that results from a chromosomal translocation t(6;22)(p21;q12) which fuses the first six exons of the EWSR1 gene to exon 2 of the POU5F1 gene. This rearrangement is associated with hidradenoma and one case of mucoepidermoid carcinoma of the salivary glands.	ncit:C99256			
PD						EWSR1-WT1	A fusion gene that results from a chromosomal translocation t(11;22)(p13;q12) which fuses the intron between exons 7 and 8 of the EWSR1 gene with the intron between exons 7 and 8 of the WT1 gene. This rearrangement is associated with desmoplastic small round cell sarcoma.	ncit:C99213			
PD						EWSR1-ZNF444	A fusion gene that results from a chromosomal translocation t(19;22)(q13;q12) which fuses exon 8 of the EWSR1 gene to exon 5 of the ZNF444 gene. This fusion may be associated with myoepithelioma.	ncit:C139731			
PD						FUS Rearranged	A molecular abnormality indicating rearrangement of the FUS gene.	ncit:C174462			
PD						FUS Translocation Present	A cytogenetic abnormality that refers to any translocation involving the FUS gene.	ncit:C168530			
PD						FUS-DDIT3	A fusion gene that results from a chromosomal translocation t(12;16)(q13;p11) which fuses either the first 5, 7 or 8 exons of the FUS gene with exon 2 of the DDIT3 gene. This rearrangement is associated with myxoid liposarcoma.	ncit:C99279			
PD						FUS-ERG	A fusion gene that results from a chromosomal translocation t(16;21)(p11;q22) which fuses the FUS gene with the ERG gene. This rearrangement is associated with acute myeloid leukemia.	ncit:C99281			
PD						FUS-FEV	A fusion gene that results from a chromosomal translocation t(2;16)(q35;p11) which fuses exon 10 of the FUS gene with exon 2 of the FEV gene. This rearrangement is associated with Ewing sarcoma.	ncit:C174466			
PD						FUS-KLF17	A fusion gene that results from a chromosomal translocation t(1;16)(p34;p11) which fuses either intron 4 or exon 6 of the FUS gene with 5'-untranslated region of the KLF17 gene. This rearrangement is associated with myoepithelial tumors of soft tissue and bone.	ncit:C174473			
PD						inv(X)(p11.4;p11.22)	A paracentric chromosomal inversion of the short arm of the X chromosome involving the BCOR gene at Xp11.4 and the CCNB3 gene at Xp11.22.	ncit:C174489			
PD						STAG2	A change in the nucleotide sequence of the STAG2 gene.	ncit:C153513			
PD						t(1;16)(p34;p11)	A chromosomal translocation involving the KLF17 gene at 1p34 and the FUS gene at 16p11.	ncit:C174475			
PD						t(1;22)(p34;q12)	A chromosomal translocation involving the KLF17 gene at 1p34 and the EWSR1 gene at 22q12.	ncit:C174476			
PD						t(1;22)(q23;q12)	A chromosomal translocation involving the PBX1 gene at 1q23 and the EWSR1 gene at 22q12.	ncit:C174477			
PD						t(10;19)(q26;q13)	A cytogenetic abnormality that refers to the translocation involving the genes CIC (capicua transcriptional suppressor) on chromosome 19 and DUX4L (double homeobox 4-like) on chromosome 10 resulting in CIC-DUX4L fusion.	ncit:C120223			
PD						t(11;22)(p13;q12)	A chromosomal translocation involving the WT1 gene on chromosome 11p31 and the EWSR1 gene on chromosome 22q12.	ncit:C36375			
PD						t(11;22)(q24;q12)	A chromosomal translocation involving the FLI1 gene on chromosome 11q24 and the EWSR1 gene on chromosome 22q12.	ncit:C27214			
PD						t(12;16)(q13;p11)	A chromosomal translocation that involves chromosome 12 and chromosome 16. It is often associated with the development of angiomatoid fibrous histiocytoma or myxoid liposarcoma.	ncit:C36317			
PD						t(12;22)(q13.12;q12)	A chromosomal translocation involving the ATF1 gene at 12q13.12 and the EWSR1 gene at 22q12.	ncit:C174478			
PD						t(12;22)(q13.3;q12)	A chromosomal translocation involving the DDIT3 gene at 12q13.3 and the EWSR1 gene at 22q12.	ncit:C174479			
PD						t(17;22)(q21;q12)	A chromosomal translocation involving the ETV4 gene on chromosome 17q21 and the EWSR1 gene on chromosome 22q12.	ncit:C36369			
PD						t(19;22)(q13;q12)	A chromosomal translocation involving the ZNF444 gene at 19q13 and the EWSR1 gene at 22q12.	ncit:C174480			
PD						t(2;22)(q33;q12)	A chromosomal translocation involving the CREB1 gene on chromosome 2q33 and the EWSR1 gene on chromosome 22q12.	ncit:C37249			
PD						t(2;22)(q34;q12)	A chromosomal translocation involving the CREB1 gene at 2q34 and the EWSR1 gene at 22q12.	ncit:C174481			
PD						t(16;21)(p11;q22)	A chromosomal translocation involving the FUS gene on chromosome 16p11 and the ERG gene on chromosome 21q22.	ncit:C36616			
PD						t(21;22)(q22;q12)	A chromosomal translocation associated with Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor and Olfactory Neuroblastoma.	ncit:C36367			
PD						t(4;19)(q25;q13)	A chromosomal translocation involving the CIC gene at 19q13 and a second breakpoint on the long arm of chromosome 4 (4q25).	ncit:C174482			
PD						t(4;19)(q35;q13)	A cytogenetic abnormality that refers to the translocation involving the genes CIC (capicua transcriptional suppressor) on chromosome 19 and DUX4 (double homeobox 4) on chromosome 4 resulting in CIC-DUX4 fusion.	ncit:C120222			
PD						t(6;22)(p21;q12)	A chromosomal translocation involving the POU5F1 gene at 6p21 and the EWSR1 gene at 22q12.	ncit:C174483			
PD						t(7;22)(p22;q12)	A cytogenetic abnormality that refers to the translocation of the short arm (p22) of chromosome 7 and the long arm (q12) of chromosome 22.	ncit:C36368			
PD						t(9;17)(q22;q11)	A chromosomal translocation involving the NR4A3 gene on chromosome 9q31 and the TAF15 gene on chromosome 17q12.	ncit:C36393			
PD						t(9;22)(q22;q12)	A chromosomal translocation involving the NR4A3 gene at 9q22 and the EWSR1 gene at 22q12.	ncit:C174484			
PD						t(X;22((p11;q13)	A chromosomal translocation involving the BCOR gene at Xp11 and the ZC3H7B gene at 22q13.	ncit:C174495			
PD						t(X;4)(p11;q31)	A chromosomal translocation involving the BCOR gene at Xp11 and the MAML3 gene at 4q31.	ncit:C174490			
PD						TAF15-NR4A3	A fusion gene that results from a chromosomal translocation t(9;17)(q22;q11) which fuses exon 6 of the TAF15 gene to the entire coding sequence of the NR4A3 gene. This rearrangement is associated with extraskeletal myxoid chondrosarcoma.	ncit:C99501			
PD						TP53	A change in the nucleotide sequence of the TP53 gene.	ncit:C118396			
PD						ZC3H7B-BCOR	A fusion gene that results from a chromosomal translocation t(X;22)(p11;q13) which fuses exon 10 of the ZC3H7B gene to either exon 7 or 8 of the BCOR gene. This fusion is associated with both undifferentiated small blue round cell sarcomas and endometrial stromal sarcomas.	ncit:C174491			
PD						None Detected	An indication that cytogenetic abnormalities were not detected in a sample.	ncit:C158864			
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	VARIANT_TYPE	Code	Mandatory	A variation in or modification of the molecular sequence of a gene or gene product.	ncit:C97926	_undefined_	_undefined_	_undefined_			
PD						Translocation	Translocation	ncit:C3420	Note: This does not need to be completed by data submitter - this will be derived post-submission.		
PD						Inversion	Inversion	ncit:C45589			
PD						Mutation	Mutation	ncit:C45576			
PD						Single Nucleotide Variant	Single Nucleotide Variant	ncit:C164674			
PD						Copy Number Alteration	Copy Number Alteration	ncit:C40207			
PD						Rearrangement	Rearrangement	ncit:C21069			
PD						Deletion	Deletion	ncit:C19296			
PD						Amplification	Amplification	ncit:C25418			
PD						Other	Other	ncit:C17649			
PD						Unknown	Unknown	ncit:C17998			
PD						Not Reported	Not Reported	ncit:C43234			
VD	CHROMOSOME	String	Mandatory	One of the bodies in the cell nucleus that is the bearer of genes, has the form of a delicate chromatin filament during interphase, contracts to form a compact cylinder segmented into two arms by the centromere during metaphase and anaphase stages of cell division, and is capable of reproducing its physical and chemical structure through successive cell divisions.	ncit:C13202	_undefined_	_undefined_	_undefined_			
VD	GENE1	Code	Mandatory	The gene symbol that represents either a single gene that has a mutation or the gene that comprises the 5' portion of the coding sequence involved in a fusion gene mutation.	ncit:C173595	_undefined_	_undefined_	_undefined_			
VD	GENE2	Code	Mandatory	The gene symbol that represents the gene that comprises the 3' portion of the coding sequence for a fusion gene.	ncit:C171253	_undefined_	_undefined_	_undefined_			
											
											
DD	Treatment										
TD	Biopsy/Surgical Procedures										
TG	One record per subject per surgery										
VD	AGE_AT_PROCEDURE	Number	Mandatory	Age of subject (in days) at procedure.	ncit:C175008	_undefined_	_undefined_	_undefined_			
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_			
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813			
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155			
PD						Progression	A clinical, pathologic, and/or molecular finding indicating that the course of a disease is worsening in terms of extent or severity.	ncit:C35571			
PD						Relapse/Progression	Either the return of the disease or the progression of the disease.	ncit:C174991			
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_			
VD	COURSE	Code	Mandatory	The type of protocol treatment course administered.	ncit:C168807	_undefined_	_undefined_	_undefined_			
PD						Induction	The first choice of treatment for a particular type of cancer.	ncit:C158876			
PD						Consolidation	Treatment that is given after initial therapy to kill any remaining cancer cells.	ncit:C15679			
PD						Maintenance	Continuation of treatment for an extended period of time to prevent relapse.	ncit:C15688			
VD	COURSE_NUMBER	Number	Mandatory	The number assigned to a course of therapeutic agent administration, indicating where a particular course of treatment falls within a sequence of treatments.	ncit:C166235	_undefined_	_undefined_	_undefined_			
VD	TUMOR_CLASSIFICATION	Code	Optional	The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_			
PD						Primary	A tumor at the original site of origin.	ncit:C8509			
PD						Metastatic	A malignant solid neoplasm that has spread from its original site of growth to another anatomic site.	ncit:C127155			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	TUMOR_TISSUE_TYPE	Code	Mandatory	The type of material sample taken from a biological entity for tumor findings assessment testing.	ncit:C119940	_undefined_	_undefined_	_undefined_			
PD						Bone	Connective tissue that forms the skeletal components of the body.	ncit:C12366			
PD						Soft Tissue	A general term comprising tissue that is not hardened or calcified; including muscle, fat, blood vessels, nerves, tendons, ligaments and fascia.	ncit:C12471			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	PROCEDURE_SITE	Code	Mandatory	The anatomical site on which surgery was performed.	ncit:C164323	_undefined_	_undefined_	_undefined_			
PD						Abdomen	The portion of the body that lies between the thorax and the pelvis.	ncit:C12664			
PD						Abdominal Wall	The tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles.	ncit:C28256			
PD						Acetabulum	Two cup shaped areas, one each on the lateral side of the lower pelvis that house the head of the femur to form the ball and socket joint of the hip.	ncit:C32042			
PD						Ankle	A gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus.	ncit:C32078			
PD						Axilla	The underside concavity where the arm and the shoulder are joined.	ncit:C12674			
PD						Bone Marrow	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	ncit:C12431			
PD						Brain	An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.	ncit:C12439			
PD						Buttock	Either of the fleshy mounds in the rear pelvic area of the human body formed by the gluteal muscles.	ncit:C89806			
PD						Calcaneum	The irregular and largest tarsal bone that forms the heel.	ncit:C32250			
PD						Carpal Bone	Any of the small bones of the wrist joint, located between the radius and the ulna and the metacarpus.	ncit:C12688			
PD						Central Nervous System	The part of the nervous system that consists of the brain, spinal cord, and meninges.	ncit:C12438			
PD						Cervical Vertebra	Any one of the seven vertebrae that start with C1, connecting the skull to the spine, and ends with C7, which joins the cervical with the thoracic spine.	ncit:C12693			
PD						Chest	The anterior side of the thorax from the neck to the abdomen. The shape of the chest is often regarded as potential insight into a disease process, as in the case of barrel chest and respiratory dysfunction.	ncit:C25389			
PD						Chest Wall	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura.	ncit:C62484			
PD						Clavicle	One of a pair of bones linking the scapula and the sternum. The clavicle is part of the pectoral girdle.	ncit:C12695			
PD						Coccyx	A small bone located at the bottom of the spine. The coccyx is a result of 3-5 fused rudimentary vertebrae.	ncit:C12696			
PD						Elbow	A type of hinge joint located between the forearm and upper arm.	ncit:C32497			
PD						Ethmoid Bone	A light and spongy bone that is cubical in shape. This bone is positioned at the anterior part of the cranium, sitting between the two orbits, at the roof of the nose. It consists of four parts: a horizontal or cribriform plate; a perpendicular plate; and two lateral masses or labyrinths.	ncit:C12711			
PD						Face	The anterior portion of the head extending from the forehead to the chin and ear to ear. The facial structures contain the eyes, nose and mouth, cheeks and jaws.	ncit:C13071			
PD						Femur	The upper leg bone positioned between the pelvis and the knee.	ncit:C12717			
PD						Fibula	The small, lateral calf bone extending from the knee to the ankle.	ncit:C12718			
PD						Fibular Head	The highest portion of the fibula that articulates with the patella.	ncit:C32719			
PD						Finger	Any of the digits of the hand.	ncit:C32608			
PD						Foot	The structure found below the ankle joint required for locomotion.	ncit:C32622			
PD						Forearm	The structure on the upper limb, between the elbow and the wrist.	ncit:C32628			
PD						Frontal Bone	A bone of the skull forming the forehead, root of the nose and the roof of both orbits.	ncit:C32635			
PD						Hand	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	ncit:C32712			
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Hip/Inguinal Region	The lateral prominence of the pelvis from the waist to the thigh.	ncit:C64193			
PD						Humerus	The upper arm bone between the shoulder and elbow.	ncit:C12731			
PD						Ilium	The broad, dorsal, upper, and widest of the three principal bones composing either half of the pelvis.	ncit:C32765			
PD						Intra-Abdominal	The lower region of the anterior abdominal wall located laterally to the pubic region.	ncit:C12726			
PD						Ischium	The most posterior and ventral bone making up the pelvis.	ncit:C32884			
PD						Kidney	One of the two bean-shaped organs located on each side of the spine in the retroperitoneum. The right kidney is located below the liver and the left kidney below the diaphragm. The kidneys filter and secret the metabolic products and minerals from the blood, thus maintaining the homeostasis. On the superior pole of each kidney there is an adrenal gland. Each kidney and adrenal gland is surrounded by fat.	ncit:C12415			
PD						Knee	A joint connecting the lower part of the femur with the upper part of the tibia. The lower part of the femur and the upper part of the tibia are attached to each other by ligaments. Other structures of the knee joint include the upper part of the fibula, located below and parallel to the tibia, and the patella which moves as the knee bends.	ncit:C32898			
PD						Lacrimal Bone	A small rectangular thin plate forming part of the medial orbit wall. It is located posterior to the frontal process of the maxilla and articulates with the inferior nasal concha, ethmoid, frontal, and maxillary bones.	ncit:C32906			
PD						Leg	One of the two lower extremities in humans used for locomotion and support.	ncit:C32974			
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392			
PD						Lower Extremity	The limb that is composed of the hip, thigh, leg and foot.	ncit:C12742			
