INFO	Title	Germ Cell Tumors (GCT) Data Dictionary									
INFO	Name	gct_v2.0									
INFO	Release Notes										
INFO	Parent Data Model	pcdc_v2.0									
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)									
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/									
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/									
INFO	Description	The GCT data dictionary is a consensus data schema built by an international group of pediatric germ cell tumor experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the Malignant Germ Cell International Consortium (MaGIC). It is based on the collective requirements of its contributors.									
INFO	Total Variables										
											
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	ImplementationNotes	Mappings	Modeling Notes (ignored in processing)
PD						FIGO, Stage IV	A FIGO stage term that applies to gynecologic cancers. For cervical cancer, it refers to cancer that invades the mucosa of bladder or rectum, and/or extends beyond the true pelvis (FIGO stage IVA), or to cancer with distant metastases (FIGO stage IVB); for endometrial cancer, it refers to cancer that invades the bladder mucosa and/or the bowel mucosa (FIGO stage IVA), or to cancer with distant metastases (FIGO stage IVB).	ncit:C96261		[gct_v1.2].[Staging].[STAGE].[Stage IV] skos:exactMatch [gct_v2.0].Staging].[STAGE].[FIGO, Stage IV]	
PD						COG, Stage I	Invasive cancer confined to the original anatomic site of growth without lymph node involvement.	ncit:C27966		[gct_v1.2].[Staging].[STAGE].[Stage I] skos:exactMatch [gct_v2.0].Staging].[STAGE].[COG, Stage I]	
PD						COG, Stage II	Invasive cancer more extensive than stage I, usually involving local lymph nodes without spread to distant anatomic sites.	ncit:C28054		[gct_v1.2].[Staging].[STAGE].[Stage II] skos:exactMatch [gct_v2.0].Staging].[STAGE].[COG, Stage II]	
PD						COG, Stage III	Locally advanced cancer that has spread to nearby organs but not to distant anatomic sites.	ncit:C27970		[gct_v1.2].[Staging].[STAGE].[Stage III] skos:exactMatch [gct_v2.0].Staging].[STAGE].[COG, Stage III]	
PD						COG, Stage IV	Cancer that has spread to distant anatomic sites beyond its original site of growth.	ncit:C27971		[gct_v1.2].[Staging].[STAGE].[Stage IV] skos:exactMatch [gct_v2.0].Staging].[STAGE].[COG, Stage IV]	
PD						AJCC, Stage 0	Stage 0 includes: pTis, N0, M0, S0. pTis: Intratubular germ cell neoplasia (carcinoma in situ). N0: regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C4523		[gct_v1.2].[Staging].[STAGE].[Stage 0] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage 0]	
PD						AJCC, Stage I	Stage I includes: pT1-4, N0, M0, SX. pT1: Tumor limited to the testis and epididymis without vascular/lymphatic invasion; tumor may invade into the tunica albuginea but not the tunica vaginalis. pT2: Tumor limited to the testis and epididymis with vascular/lymphatic invasion, or tumor extending through the tunica albuginea with involvement of the tunica vaginalis. pT3: Tumor invades the spermatic cord with or without vascular/lymphatic invasion. pT4: Tumor invades the scrotum with or without vascular/lymphatic invasion. N0: No regional lymph node metastasis. M0: No distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C7901		[gct_v1.2].[Staging].[STAGE].[Stage I] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage I]	
PD						AJCC, Stage IA	Stage IA includes: pT1, N0, M0, S0. pT1: Tumor limited to the testis and epididymis without vascular/lymphatic invasion; tumor may invade into the tunica albuginea but not the tunica vaginalis. N0: No regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C6361		[gct_v1.2].[Staging].[STAGE].[Stage IA] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IA]	
PD						AJCC, Stage IB	Stage IB includes: (pT2, N0, M0, S0); (pT3, N0, M0, S0); (pT4, N0, M0, S0). pT2: Tumor limited to the testis and epididymis with vascular/lymphatic invasion, or tumor extending through the tunica albuginea with involvement of the tunica vaginalis. pT3: Tumor invades the spermatic cord with or without vascular/lymphatic invasion. pT4: Tumor invades the scrotum with or without vascular/lymphatic invasion. N0: No regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C6362		[gct_v1.2].[Staging].[STAGE].[Stage IB] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IB]	
PD						AJCC, Stage IS	Stage IS includes: Any pT/TX, N0, M0, S1-3. pTX: Primary tumor cannot be assessed. N0: No regional lymph node metastasis. M0: No distant metastasis. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. S2: LDH 1.5-10 x N or hCG 5,000-50,000 or AFP 1,000-10,000. S3: LDH more than 10 x N or hCG more than 50,000 or AFP more than 10,000. (AJCC 6th and 7th eds.)	ncit:C6363		[gct_v1.2].[Staging].[STAGE].[Stage IS] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IS]	
PD						AJCC, Stage II	Stage II includes: Any pT/TX, N1-3, M0, SX. pTX: Primary tumor cannot be assessed. N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C9073		[gct_v1.2].[Staging].[STAGE].[Stage II] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage II]	
PD						AJCC, Stage IIA	Stage IIA includes: (Any pT/TX, N1, M0, S0); (Any pT/TX, N1, M0, S1). TX: Testicular cancer in which the primary tumor cannot be assessed. N1: Testicular cancer with metastasis with a lymph node mass 2 cm or smaller in greatest dimension and less than or equal to five nodes positive, none larger than 2 cm in greatest dimension. M0: Testicular cancer without evidence of distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N and hCG (mlU/mL) less than 5,000 and AFP (ng/mL) less than 1,000. N indicates the upper limit of normal for the LDH assay. (AJCC 8th ed.)	ncit:C6364		[gct_v1.2].[Staging].[STAGE].[Stage IIA] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIA]	
PD						AJCC, Stage IIB	Stage IIB includes: (Any pT/TX, N2, M0, S0); (Any pT/TX, N2, M0, S1). pTX: Primary tumor cannot be assessed. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. M0: No distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6365		[gct_v1.2].[Staging].[STAGE].[Stage IIB] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIB]	
PD						AJCC, Stage IIC	Stage IIC includes: (Any pT/TX, N3, M0, S0); (Any pT/TX, N3, M0, S1). pTX: Primary tumor cannot be assessed. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6366		[gct_v1.2].[Staging].[STAGE].[Stage IIC] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIC]	
PD						AJCC, Stage III	Stage III includes: Any pT/TX, Any N, M1, SX. M1: Distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C9074		[gct_v1.2].[Staging].[STAGE].[Stage III] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage III]	
PD						AJCC, Stage IIIA	Stage IIIA includes: (Any pT/TX, Any N, M1a, S0); (Any pT/TX, Any N, M1a, S1). M1a: Non-regional nodal or pulmonary metastasis. S0: Marker study levels within normal limits. S1: LDH less than 1.5 x N (N indicates the upper limit of normal for the LDH assay) and hCG less than 5,000 and AFP less than 1,000. (AJCC 6th and 7th eds.)	ncit:C6369		[gct_v1.2].[Staging].[STAGE].[Stage IIIA] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIIA]	
PD						AJCC, Stage IIIB	Stage IIIB includes: (Any pT/TX, N1-3, M0, S2); (Any pT/TX, Any N, M1a, S2). N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. M1a: Non-regional nodal or pulmonary metastasis. S2: LDH 1.5-10 x N (N indicates the upper limit of normal for the LDH assay) or hCG 5,000-50,000 or AFP 1,000-10,000. (AJCC 6th and 7th eds.)	ncit:C6368		[gct_v1.2].[Staging].[STAGE].[Stage IIIB] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIIB]	
PD						AJCC, Stage IIIC	Stage IIIC includes: (Any pT/TX, N1-3, M0, S3); (Any pT/TX, Any N, M1a, S3); (Any pT/TX, Any N, M1b, Any S). N1: Metastasis with a lymph node mass 2 cm or less in greatest dimension; or multiple lymph nodes, none more than 2cm in greatest dimension. N2: Metastasis with a lymph node mass more than 2 cm but not more than 5 cm in greatest dimension; or multiple lymph nodes, any one mass greater than 2 cm but not more than 5 cm in greatest dimension. N3: Metastasis with a lymph node mass more than 5 cm in greatest dimension. M0: No distant metastasis. M1a: Non-regional nodal or pulmonary metastasis. M1b: Distant metastasis other than to non-regional lymph nodes and lung. S3: LDH more than 10 x N (N indicates the upper limit of normal for the LDH assay) or hCG more than 50,000 or AFP more than 10,000. (AJCC 6th and 7th eds.)	ncit:C6367		[gct_v1.2].[Staging].[STAGE].[Stage IIIC] skos:exactMatch [gct_v2.0].Staging].[STAGE].[AJCC, Stage IIIC]	
PD						Unknown	Reported as unknown by the data contributor.	ncit:17998			
PD						Not Reported	Not provided or available.	ncit:43234			
											
											
DD	Disease Attributes										
TD	Disease Site Assessment									[gct_v1.2].[Tumor Assessment] skos:exactMatch [gct_v2.0].[Disease Site Assessment]	
TG	One row per subject per evaluation and per lesion (local, regional or metastatic)										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_DISEASE_SITE_ASSESSMENT	Integer		The age (in days) of the subject at the time of this disease site assessment.	ncit:C174997	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[AGE_AT_TUMOR_ASSESSMENT] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[AGE_AT_DISEASE_SITE_ASSESSMENT]	
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	TUMOR_SUBMITTER_ID	String		The anatomic site of the tumor.		_undefined_	_undefined_	_undefined_			
VD	PRIMARY_TUMOR_SUBMITTER_ID	String		The reference ID of the primary tumor - this ties non-primary tumors back to their appropriate primary tumor.		_undefined_	_undefined_	_undefined_			
VD	DETECTION_METHOD	Enum		The method used to detect the extent of the disease involvement.	ncit:C173262	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[TUMOR_DETECTION_METHOD] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[DETECTION_METHOD]	
PD						Imaging, NOS	Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.	ncit:C17369			
PD						PET Scan	A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue. In positron emission tomography (PET), a subject is given a dose of a positron-emitting radionuclide attached to a metabolically active substance (for example, 2-fluoro-2-deoxy-D-glucose (FDG), which is similar to a naturally occurring sugar, glucose, with the addition of a radioactive fluorine atom). When living tissue containing the positron emitter is bombarded by electrons, gamma radiation produced by collisions of electrons and positrons is detected by a scanner, revealing in fine detail the tissue location of the metabolically-active substance administered.	ncit:C17007			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	CLASSIFICATION	Enum		The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[TUMOR_CLASSIFICATION] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[CLASSIFICATION]	
PD						Primary	A tumor at the original site of origin.	ncit:C8509			
PD						Metastatic	A term referring to the clinical or pathologic observation of a tumor extension from its original site of growth to another anatomic site.	ncit:C14174			
PD						Regional					
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	STATE	Enum		The status of the tumor classification whether it was completed or not.		_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[TUMOR_STATE] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[STATE]	
PD						Present	Being or existing in a specified place or at the specified time.	ncit:C25626			
PD						Absent	Not existing in a specified place at a specified time.	ncit:C48190			
PD						Not Evaluated	Not all target lesions were assessed. Or not all non-target lesions were assessed.	ncit:C103424			
VD	SITE	Enum		The anatomical site on which the disease is assessed.	ncit:C166232	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[TUMOR_SITE] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[SITE]	
PD						Ascitic Fluid	The tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles.	ncit:C77608			
PD						Bone	Two cup shaped areas, one each on the lateral side of the lower pelvis that house the head of the femur to form the ball and socket joint of the hip.	ncit:C32042			
PD						Brain	An organ that is next to an organ of interest.	ncit:C180347			
PD						Cerebrospinal Fluid	A gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus.	ncit:C32078			
PD						Frontal Cortex	A biospecimen of ascitic fluid.	ncit:C159203			
PD						Head and Neck	The underside concavity where the arm and the shoulder are joined.	ncit:C12674			
PD						Liver	The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.	ncit:C12366			
PD						Lung	An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.	ncit:C12439			
PD						Mediastinum	Either of the fleshy mounds in the rear pelvic area of the human body formed by the gluteal muscles.	ncit:C89806			
PD						Occipital Cortex	The irregular and largest tarsal bone that forms the heel.	ncit:C32250			
PD						Peritoneum	Any of the small bones of the wrist joint, located between the radius and the ulna and the metacarpus.	ncit:C12688			
PD						Omentum	The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord.	ncit:C12692			
PD						Ovary	Any one of the seven vertebrae that are caudal to the skull, denoted as C1, C2, C3, C4, C5, C6 or C7.	ncit:C12693			
PD						Parietal Cortex	The lower part of the uterus occupying the region between the isthmus of the uterus and the vagina. It is divided into supravaginal and vaginal portions.	ncit:C12311			
PD						Pineal	The total system of structures outside the lungs that move as a part of breathing; it includes all structures from the skin to the parietal pleura.	ncit:C62484			
PD						Retroperitoneum					
PD						Sacrococcygeal	One of a pair of bones linking the scapula and the sternum. The clavicle is part of the pectoral girdle.	ncit:C12695			
PD						Spinal Cord	The bones that form the head, made up of the bones of the braincase and face.	ncit:C12789			
PD						Spine	The inner layer of the two main layers of the skin. The dermis has connective tissue, blood vessels, oil and sweat glands, nerves, hair follicles, and other structures. It is made up of a thin upper layer called the papillary dermis, and a thick lower layer called the reticular dermis.	ncit:C12701			
PD						Suprasellar/Neurohypophyseal	A type of hinge joint located between the forearm and upper arm.	ncit:C32497			
PD						Temporal Cortex	The anterior portion of the head extending from the forehead to the chin and ear to ear. The facial structures contain the eyes, nose and mouth, cheeks and jaws.	ncit:C13071			
PD						Testis	The upper leg bone positioned between the pelvis and the knee.	ncit:C12717			
PD						Thalamus	The small, lateral calf bone extending from the knee to the ankle.	ncit:C12718			
PD						Vagina	Any of the digits of the hand.	ncit:C32608			
PD						Cervix Lymph Node	The structure found below the ankle joint required for locomotion.	ncit:C32622			
PD						Mediastinal Lymph Node	The structure on the upper limb, between the elbow and the wrist.	ncit:C32628			
PD						Omentum Lymph Node	The grey matter, or outermost layer of the frontal lobe.	ncit:C177766			
PD						Pelvic Lymph Node	The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	ncit:C32712			
PD						Retroperitoneum Lymph Node	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418			
PD						Lymph Node	The lateral prominence of the pelvis from the waist to the thigh.	ncit:C64193			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	LATERALITY	Enum		A qualifier for the side of the body the tumor findings assessment is performed.	ncit:C119931	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Tumor Assessment].[TUMOR_LATERALITY] skos:exactMatch [gct_v2.0].[Disease Site Assessment].[LATERALITY]	
PD						Left	A finding indicating the tumor location is on the left side of the specimen.	ncit:C160200			
PD						Right	A finding indicating the tumor location is on the right side of the specimen.	ncit:C160199			
PD						Bilateral	A finding indicating the tumor location is on the both sides of the specimen.	ncit:C160201			
PD						Midline	A finding indicating the tumor location is on the midline of the specimen.	ncit:C162614			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Disease Attributes										
TD	Disease Characteristics										
TG	One row per subject per observation										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	DETECTION_METHOD	Enum		The method used to detect the extent of the disease involvement.	ncit:C173262	_undefined_	_undefined_	_undefined_			
PD						Imaging	Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.	ncit:C17369			
PD						Tumor marker	A substance present in or produced by a tumor or by the host, that can be used for differentiating neoplastic from normal tissue based on measurements in body fluids, secretions, cells, and/or tissues. Markers are used in diagnosis, staging and prognosis of cancer, provide an estimation of tumor burden, and serve for monitoring effects of therapy, detecting recurrence, localization of tumors, and screening in general populations.	ncit:C17220			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	RISK_GROUP	Enum		A risk classification system for malignant germ cell tumors.		_undefined_	_undefined_	_undefined_		[gct_v1.2].[Disease Characteristics].[IGCCC_RISK_GROUP] skos:narrowMatch [gct_v2.0].[Disease Characteristics].[RISK_GROUP] | [gct_v1.2].[Disease Characteristics].[MAGIC_RISK_GROUP] skos:narrowMatch [gct_v2.0].[Disease Characteristics].[RISK_GROUP]	
PD						IGCCC, Good	The good prognosis category refers to testes/retroperitoneal primary and no nonpulmonary visceral metastases and the following markers: AFP less than 1,000 ng/mL, hCG less than 5,000 IU/L and LDH less than 1.5 × ULN.				
PD						IGCCC, Intermediate	The intermediate risk group refers to testes/retroperitoneal primary and no nonpulmonary visceral metastases and the following markers: AFP greater than or equal to 1,000 ng/mL and less than or equal to 10,000 ng/mL, or hCG greater than or equal to 5,000 IU/L and less than or equal to 50,000 ng/mL or LDH greater than or equal to 1.5 × ULN and less than or equal to 10 × ULN.				
PD						IGCCC, Poor	The poor prognosis category refers to mediastinal primary or nonpulmonary visceral metastases or markers with the following: AFP greater than 10,000 ng/mL or hCG greater than 50,000 IU/L or LDH greater than 10 × ULN.				
PD						MaGIC, Low	The low risk classification refers to age younger than 11 years and extragonadal stage III-IV disease.				
PD						MaGIC, Standard	The standard risk classification refers to four-years-event-free survival of more than 80%.				
PD						MaGIC, Poor	The poor risk classification refers to age equal or older than 11 years, ovarian stage IV disease, and extragonadal stage III-IV disease.				
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
VD	GTS_TREATMENT	Enum		Growing Teratoma Syndrome treatment type	ncit:C177376	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Growing Teratoma Syndrome].[GTS_TREATMENT] skos:exactMatch [gct_v2.0].[Disease Characteristics].[GTS_TREATMENT]	
PD						Surgery	A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.	ncit:C15329			
PD						Chemotherapy	The use of synthetic or naturally-occurring chemicals for the treatment of diseases.	ncit:C15632			
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998			
PD						Not Reported	Not provided or available.	ncit:C43234			
											
											
DD	Treatment										
TD	Medication									[gct_v1.2].[Total Dose] skos:broadMatch [gct_v2.0].[Medication] | [gct_v1.2].[Concomitant Medications] skos:broadMatch [gct_v2.0].[Medication]	
TG	One row per subject per medication administered										
VD	HONEST_BROKER_SUBJECT_ID	String		The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		New VD	
VD	AGE_AT_MEDICATION_START	Integer		The age (in days) of the subject at the start of this medication treatment.	ncit:C172698	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Total Dose].[AGE_AT_TOTAL_DOSE_START] skos:broadMatch [gct_v2.0].[Medication].[AGE_AT_MEDICATION_START] | [gct_v1.2].[Concomitant Medications].[AGE_AT_MEDICATION_START] skos:broadMatch [gct_v2.0].[Medication].[AGE_AT_MEDICATION_START]	
VD	AGE_AT_MEDICATION_END	Integer		The age (in days) of the subject at the end of this medication treatment.	ncit:C172686	_undefined_	_undefined_	_undefined_		[gct_v1.2].[Total Dose].[AGE_AT_TOTAL_DOSE_END] skos:broadMatch [gct_v2.0].[Medication].[AGE_AT_MEDICATION_END] | [gct_v1.2].[Concomitant Medications].[AGE_AT_MEDICATION_END] skos:broadMatch [gct_v2.0].[Medication].[AGE_AT_MEDICATION_END]	
VD	TIME_PERIOD_SUBMITTER_ID	String		This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_		New VD	
VD	CATEGORY	Enum		A classification of medication agents.		_undefined_	_undefined_	_undefined_		New VD	
PD						Antineoplastic Agent					
PD						Supportive Care Agent					
VD	MEDICATION	Enum		A dosage form that contains one or more active and/or inactive ingredients. Medications come in many dosage forms, including tablets, capsules, liquids, creams, and patches. They can also be given in different ways, such as by mouth, by infusion into a vein, or by drops that are put into the ear or eye. The form with the active ingredient is used to prevent, diagnose, treat, or relieve symptoms of a disease or abnormal condition. A medication that does not contain an active ingredient and is used in research studies is called a placebo. Also called drug product.	ncit:C459	_undefined_	_undefined_	_undefined_		New VD	
PD						Amifostine	The trihydrate form of a phosphorylated aminosulfhydryl compound. After dephosphorylation of amifostine by alkaline phosphatase to an active free sulfhydryl (thiol) metabolite, the thiol metabolite binds to and detoxifies cytotoxic platinum-containing metabolites of cisplatin and scavenges free radicals induced by cisplatin and ionizing radiation. The elevated activity of this agent in normal tissues results from both the relative abundance of alkaline phosphatase in normal tissues and the greater vascularity of normal tissues compared to tumor tissues.	ncit:C488		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Amifostine] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Amifostine]	
PD						Bleomycin	A mixture of glycopeptide antineoplastic antibiotics isolated from the bacterium Streptomyces verticillus. Bleomycin forms complexes with iron that reduce molecular oxygen to superoxide and hydroxyl radicals which cause single- and double-stranded breaks in DNA; these reactive oxygen species also induce lipid peroxidation, carbohydrate oxidation, and alterations in prostaglandin synthesis and degradation.	ncit:C313		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Bleomycin] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Bleomycin]	
PD						Carboplatin	A second-generation platinum compound with a broad spectrum of antineoplastic properties. Carboplatin contains a platinum atom complexed with two ammonia groups and a cyclobutane-dicarboxyl residue. This agent is activated intracellularly to form reactive platinum complexes that bind to nucleophilic groups such as GC-rich sites in DNA, thereby inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These carboplatin-induced DNA and protein effects result in apoptosis and cell growth inhibition. This agent possesses tumoricidal activity similar to that of its parent compound, cisplatin, but is more stable and less toxic. (NCI04)	ncit:C1282|rxcui:40048		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Carboplatin] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Carboplatin]	
PD						Cisplatin	An alkylating-like inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity. Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition.	ncit:C376		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Cisplatin] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Cisplatin]	
PD						Cyclophosphamide	A synthetic alkylating agent chemically related to the nitrogen mustards with antineoplastic and immunosuppressive activities. In the liver, cyclophosphamide is converted to the active metabolites aldophosphamide and phosphoramide mustard, which bind to DNA, thereby inhibiting DNA replication and initiating cell death.	ncit:C405|rxcui:3002		[gct_v1.2].[Total Dose].[ANTINEOPLASTIC_AGENT].[Cyclophosphamide] skos:exactMatch [gct_v2.0].[Medication].[MEDICATION].[Cyclophosphamide]	
