INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v1.8										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc-model/pcdc_v1.8										
INFO	Used By	all_v1.1, all_v1.0, aml_v1.7, aml_v1.6, aml_v1.5, aml_v1.4, aml_v1.3, aml_v1.2, aml_v1.1, aml_v1.0, ews_v1.2, ews_v1.1, ews_v1.0, gct_v1.2, gct_v1.1, gct_v1.0, hl_v1.0, nbl_v1.1, nbl_v1.0, nrsts_v1.0, os_v1.2, os_v1.1, os_v1.0, rms_v1.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	521										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
PD							FLT3 Tyrosine Kinase Domain Point Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Single nucleotide mutations in the tyrosine kinase domain encoded by the human FLT3 gene that are associated with acute myeloid leukemia and poor prognosis.	ncit:C67495		
PD							GATA1 Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A change in the nucleotide sequence of the GATA1 gene.	ncit:C82340		
PD							inv(16)(p13.3q24.3) / CBFA2T3-GLIS2	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A pericentric chromosomal inversion that involves chromosome 16. It is associated with CBFA2T3/GLIS2 fusions and pediatric acute megakaryoblastic leukemia.	ncit:C167195		
PD							inv(16)(p13q22) (G2704-G2759)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2	A one or more molecular characteristics that are used as a biomarker for minimal residual disease.			
PD							inv(3)(q21.3;q26.2)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to a paracentric inversion involving breakpoints on the long (q23.1 and q26.2) of chromosome 3. It is associated with acute myeloid leukemia.	ncit:C36407		
PD							K-RAS Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A change in the nucleotide sequence of the KRAS gene.	ncit:C41361		
PD							MLL Other Partner	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal abnormality consisting of the translocation of genetic material from any one of several chromosomes to the 11q23.3 region, resulting in an MLL gene rearrangement.	ncit:C36517		
PD							MLL Rearrangement	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A molecular abnormality indicating rearrangement of the MLL (KMT2A) gene.	ncit:C122623		
PD							Monoallelic CEBPA Gene Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	The presence of mutations in only one allele of the CEBPA gene.	ncit:C168774		
PD							Monosomy 5	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic aneuploidy abnormality that refers to the presence of one chromosome 5 only. It is associated with the development of refractory anemia with excess blasts, refractory anemia with multilineage dysplasia, and refractory anemia with multilineage dysplasia and ringed sideroblasts.	ncit:C36523		
PD							Monosomy 7	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal abnormality consisting of the absence of one of the copies of chromosome 7 in somatic cells.	ncit:C36411		
PD							N-RAS Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A change in the structure of the NRAS gene.	ncit:C41381		
PD							Non-KMT2A MLLT10	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	An indication that a cytogenetic rearrangement involving MLLT10 but not involving KMT2A was detected in a sample.	ncit:C168771		
PD							NPM1 Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Mutation of the nucleophosmin gene. It is seen in acute myeloid leukemias usually associated with a normal karyotype.	ncit:C82429		
PD							PTPN11 Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Mutation of the protein tyrosine phosphatase, non-receptor type 11 gene. It is seen in cases of juvenile myelomonocytic leukemia.	ncit:C82612		
PD							RUNX1 Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A change in the nucleotide sequence of the RUNX1 gene.	ncit:C38362		
PD							RUNX1-RUNXT1 Fusion	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2				
PD							t(1;11)(q21;q23) / MLL-MLLT11(AF1Q)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C168759		
PD							t(1;22)(RBM15-MKL1)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the short arm (p13.3) of chromosome 1 and the long arm (q13.1) of chromosome 22. It is associated with RBM15/MRTFA (MKL1) fusions and acute megakaryocytic leukemia.	ncit:C36417		
PD							t(10;11)(p11.2;q23)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C168758		
PD							t(10;11)(p12;q23) / MLL-MLLT10(AF10)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C132102		
PD							t(11;15)(p15;q35) / NUP98/JARID1A	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of chromosome 11p15 with chromosome 15q35. It results in the formation of NUP98/JARID1A fusion gene. It is associated with the development of acute myeloid leukemia with t(11;15)(p15;q35); NUP98-JARID1A.	ncit:C131505		
PD							t(11;17)(AF17)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C168760		
PD							t(11;19)(q23;p13.1) (MLL-ELL)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C36371		
PD							t(11;19)(q23;p13.3) (MLL-ENL)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C36372		
PD							t(11;19)(q23;p13) (MLL-ENL)/(MLL-ELL)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C168764		
PD							t(15;17)(q24;q21)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C27758		
PD							t(16;16)(p13.1;q22)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.2|aml_v1.1|aml_v1.0		ncit:C27759		
PD							t(16;21)(p11;q22) / FUS/ERG	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal translocation involving the FUS gene on chromosome 16p11 and the ERG gene on chromosome 21q22.	ncit:C36616		
PD							t(16;21)(q24;q22) / RUNX1-CBFA2T3	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the long arm (q24) of chromosome 16 and the long arm (q22) of chromosome 22. It is associated with RUNX1/CBFA2T3 fusions, myelodysplastic syndromes and acute myeloid leukemia.	ncit:C168773		
PD							t(2;12)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that involves a translocation between chromosomes 2 and 12.	ncit:C173543		
PD							t(3;12)(q23;p12.3)(ETV6/EVI1)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the long arm (q23) of chromosome 3 and the shot arm (p12.3) of chromosome 12. It is associated with ETV6/MECOM (EVI1) fusions, myeloproliferative disorders, myelodysplastic syndromes and acute myelogenous leukemia.	ncit:C168766		
PD							t(3;3)(q21;q26.2)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation where both breakpoints are on the long arm (q23.1 and q26.2) of chromosome 3. It is associated with acute myeloid leukemia.	ncit:C36406		
PD							t(3;5)(q25;q34) / NPM1/MLF1	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the long arm (q25) of chromosome 3 and the long arm (q34) of chromosome 5. It is associated with the development of acute myeloid leukemia arising from myelodysplastic syndrome, acute myeloid leukemia with multilineage dysplasia, and acute myeloid leukemia with myelodysplasia-related changes.	ncit:C36415		
PD							t(3;5)(q25;q34)NPM1/MLF2	aml_v1.7|aml_v1.6				
PD							t(3;5)(q25;q34)NPM1/MLF3	aml_v1.7|aml_v1.6				
PD							t(4;11)(q21;q23) / MLL-MLLT2(AF4)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal abnormality consisting of the translocation of 4q21 with 11q23.	ncit:C36365		
PD							t(5;11)(q35;p15) NSD1/NUP98	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of chromosome 11p15 with chromosome 5q35. It results in the formation of NUP98/NSD1 fusion gene. It is associated with the development of acute myeloid leukemia with t(5;11)(q35;p15); NUP98-NSD1.	ncit:C131503		
PD							t(6;11)(q27;q23) / MLL-MLLT4(AF6)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the long arm (q27) of chromosome 6 and the long arm (q23) of chromosome 11. It is associated with the development of de novo acute myeloid leukemia.	ncit:C36610		
PD							t(6;9)(p23;q34) DEK/NUP214	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the short arm (p23) of chromosome 6 and the long arm (q34.1) of chromosome 9. It is associated with DEK/NUP214 fusions, acute myeloid leukemia and myelodysplastic syndromes.	ncit:C36532		
PD							t(7;12)(q36;p13) HLXB9(MNX1)/ETV6(TEL)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal translocation involving the ETV6 gene on chromosome 12p13 and HLXB9 gene on chromosome 7q36.	ncit:C122689		
PD							t(8;16)MOZ/CBP	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the short arm (p11.2) of chromosome 8 and the short arm (p13.3) of chromosome 16. It is associated with KAT6A/CREBBP fusions and acute myeloid leukemia.	ncit:C167194		
PD							t(8;21)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4	A cytogenetic abnormality that involves a translocation between chromosomes 8 and 21.	ncit:C119608		
PD							t(9;11)(p22;q23) / MLL-MLLT3(AF9)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A cytogenetic abnormality that refers to the translocation of the short arm (p21.3) of chromosome 9 and the long arm (q23.3) of chromosome 11. It is associated with the development of acute myeloid leukemia with the MLLT3-MLL fusion gene transcript.	ncit:C36370		
PD							t(9;22)(q34;q11.2) ABL/BCR	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A translocation between chromosomes 9 and 22 that is associated with the Philadelphia chromosome.	ncit:C13271		
PD							Trisomy 8	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A chromosomal abnormality consisting of the presence of a third copy of chromosome 8 in somatic cells.	ncit:C36396		
PD							WT1 Mutation	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A change in the nucleotide sequence of the WT1 gene.	ncit:C146726		
PD							Other	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							Unknown	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	Not provided or available.	ncit:C43234		
PD							inv(16)(p13q22)	aml_v1.1|aml_v1.0	A chromosomal inversion that involves chromosome 16. It is associated with the development of acute myeloid leukemia CBFB-MYH11, acute myelomonocytic leukemia with abnormal eosinophils, and granulocytic sarcoma.	ncit:C36373		
												
												
TD	Adverse Events											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	AGE_AT_AE	Number	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	Age of subject (in days) at the onset of the adverse event.	ncit:C172677	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AE_CODE	String	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The code of the adverse event.	ncit:C173313	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AE_SYSTEM	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The name of the system used to grade the adverse events.	ncit:C168872	_undefined_	_undefined_	_undefined_	_undefined_		
PD							CTCAE	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A standard terminology developed to report adverse events occurring in cancer clinical trials. Common terminology criteria for adverse events (CTCAE) are used in study adverse event summaries and Investigational New Drug reports to the Food and Drug Administration. The CTCAE contain a grading scale for each adverse event term representing the severity of the event.	ncit:C49704		
PD							Balis Neuropathy Scale	all_v1.1|all_v1.0|hl_v1.0	An instrument used to grade neurotoxicity occurring in children on a 0-4 scale, where the higher number indicates worse neuropathy.	ncit:C178081		
PD							Other	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							Unknown	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|os_v1.2|os_v1.1|os_v1.0	Not provided or available.	ncit:C43234		
PD							European Society for Blood and Marrow Transplantation (EBMT)	aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0	A non-profit organization established in 1974 to allow scientists and physicians involved in clinical bone marrow transplantations to share experiences and develop co-operative studies.	ncit:C168842		
VD	AE_SYSTEM_VERSION	String	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The version of the adverse event grading system.	ncit:C173314	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AE_GRADE	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A numeric value corresponding to the degree of severity of an adverse event.	ncit:C166200	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Grade 1	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	An experience that is usually transient, and requires no special treatment or intervention. The event does not generally interfere with usual daily activities. Includes transient laboratory test alterations.	ncit:C41338		
PD							Grade 2	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	An experience that is alleviated with simple therapeutic treatments. The event impacts usual daily activities. Includes laboratory test alterations indicating injury, but without long-term risk.	ncit:C41339		
PD							Grade 3	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	An adverse event experience that requires intensive therapeutic intervention and interrupts usual daily activities.	ncit:C41340		
PD							Grade 4	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	An adverse event that has life-threatening consequences; for which urgent intervention is indicated; that puts the patient at risk of death at the time of the event if immediate intervention is not undertaken.	ncit:C41337|ncit:C84266		
PD							Grade 5	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	The termination of life associated with an adverse event.	ncit:C48275		
PD							Unknown	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	Not provided or available.	ncit:C43234		
VD	AE_ATTRIBUTION	Code	n/a	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A specific identifiable level (defined qualitatively or quantitatively) of probability of adverse event being caused or associated with the product or procedure administration to a patient.	ncit:C41358|ncit:C53255	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Definite	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A characteristic used to qualify the adverse event as certainly related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, occurring in a plausible time relationship to medical intervention, and which cannot be explained by concurrent disease or other interventions. The response to withdrawal of the medical product (dechallenge) should be clinically plausible. The event must be definitive pharmacologically or phenomenologically, using a satisfactory rechallenge procedure if necessary.	ncit:C53260		
PD							Probable	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	Probable adverse event relationship to study product or procedure is defined when there is a clear-cut temporal association between product or procedure administration and adverse event, and a potential alternative etiology of the event is not apparent.	ncit:C41357|ncit:C53259		
PD							Possible	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A characteristic indicating that an adverse event may be related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, with a reasonable time sequence to administration of the drug, but which could also be explained by concurrent disease or other drugs or chemicals. Information on drug withdrawal may be lacking or unclear.	ncit:C53258		
PD							Unlikely	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A characteristic used to qualify the adverse event as unlikely related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, with a temporal relationship to the medical intervention which makes a causal relationship improbable, and in which other interventions or underlying disease provide plausible explanations.	ncit:C53257		
PD							Unrelated	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	A characteristic used to qualify the adverse event as clearly not related to the medical intervention.	ncit:C53256		
PD							Unknown	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|hl_v1.0|os_v1.2|os_v1.1|os_v1.0	Reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	all_v1.1|all_v1.0|aml_v1.7|aml_v1.6|aml_v1.5|aml_v1.4|aml_v1.3|aml_v1.2|aml_v1.1|aml_v1.0|ews_v1.2|ews_v1.1|ews_v1.0|gct_v1.2|gct_v1.1|gct_v1.0|os_v1.2|os_v1.1|os_v1.0	Not provided or available.	ncit:C43234		
VD	AVN_JOINT	Code	n/a	all_v1.1|all_v1.0	Death of bone tissue in a joint due to temporary or permanent interruption of blood flow.	ncit:C178082	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Ankle (distal tibia, intrinsic ankle bones)	all_v1.1|all_v1.0	A gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus.	ncit:C32078		
PD							Elbow (distal humerus, proximal radius, proximal ulna)	all_v1.1|all_v1.0	A type of hinge joint located between the forearm and upper arm.	ncit:C32497		
PD							Heel (calcaneus)	all_v1.1|all_v1.0	The rounded back part of the foot below the ankle and behind the arch.	ncit:C161381		
PD							Hip (proximal femur)	all_v1.1|all_v1.0	A ball-and-socket joint between the head of the femur and the acetabulum.	ncit:C32742		
PD							Knee (distal femur, proximal tibia)	all_v1.1|all_v1.0	A joint connecting the lower part of the femur with the upper part of the tibia. The lower part of the femur and the upper part of the tibia are attached to each other by ligaments. Other structures of the knee joint include the upper part of the fibula, located below and parallel to the tibia, and the patella which moves as the knee bends.	ncit:C32898		
PD							Shoulder (proximal humerus)	all_v1.1|all_v1.0	The region of the body between the neck and the upper arm.	ncit:C25203		
PD							Wrist (distal radius, distal ulna, intrinsic wrist bones)	all_v1.1|all_v1.0	A joint between the distal end of the radius and the proximal row of carpal bones.	ncit:C33894		
PD							Other	all_v1.1|all_v1.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
PD							Unknown	all_v1.1|all_v1.0	Not known, observed, recorded; or reported as unknown by the data contributor.	ncit:C17998		
PD							Not Reported	all_v1.1|all_v1.0	Not provided or available.	ncit:C43234		
VD	AVN_JOINT_LATERALITY	Code	n/a	all_v1.1|all_v1.0	A finding descriptive of the laterality of the avascular necrosis in the joints.	ncit:C178083	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Left	all_v1.1|all_v1.0	Being or located on or directed toward the side of the body to the west when facing north.	ncit:C25229		
PD							Right	all_v1.1|all_v1.0	Being or located on or directed toward the side of the body to the east when facing north.	ncit:C25228		
PD							Bilateral	all_v1.1|all_v1.0	Affecting both sides of the body or a matched pair of organs.	ncit:C13332		
PD							Midline	all_v1.1|all_v1.0	A medial line, especially the medial line or medial plane of the body (or some part of the body).	ncit:C81170		
VD	AVN_METHOD	Code	n/a	all_v1.1|all_v1.0	The method used to determine the diagnosis of the avascular necrosis.	ncit:C178084	_undefined_	_undefined_	_undefined_	_undefined_		
